,Model,Prediction_Time,Size
0,AdaBoost,0.00719141960144043,56971
1,Decision Tree,0.0025758743286132812,21027
2,Gaussian Naive Bayes,0.002857208251953125,56795
3,Nearest Neighbors,0.006720781326293945,430376
4,Neural Network,0.002732515335083008,1971325
5,Quadratic Discriminant Analysis,0.003902912139892578,449843
6,Random Forest,0.014548301696777344,784582
7,Support Vector Machine,0.0028765201568603516,342286
